en	fr
Wait. If the selected profiles include LTSP Server then the installer will spend quite some time at the end, Finishing the installation Running debian edu profile udeb...	Patientez. Si le profil de serveur LTSP est dans votre liste de choix de profils à installer, l'installateur passera un bon moment à la fin à rester sur le message Fin de l'installation Exécution de debian edu profile udeb...
After giving the root password, you will be asked to create a normal user account for non administrative tasks For Debian Edu this account is very important: it is the account you will use to manage the Skolelinux network.	Après avoir donné le mot de passe du superutilisateur, il vous sera demandé de créer un compte utilisateur normal pour les tâches autres que celles liées à l'administration de la machine. Pour Debian Edu, ce compte est très important c'est ce compte que vous utiliserez pour gérer le réseau Skolelinux.
The password for this user must have a length of at least characters and must differ from the username otherwise login will not be possible even though a shorter password and also a password matching the username will be accepted by the installer).	Le mot de passe choisi pour cet utilisateur doit avoir une longueur d'au moins caractères et doit être différent du nom d'utilisateur, sinon l'authentification ne sera pas possible même si un mot de passe plus court et un mot de passe correspondant au nom de l'utilisateur seront acceptés par l'installateur).
Wait again in case of a combined main server after rebooting the system. It will spend quite some time generating the SquashFS image for diskless workstations.	Patientez encore dans le cas d’un serveur principal combiné après le redémarrage du système. Cela prend quelque temps pour la création de l’image SquashFS pour les stations de travail sans disque.
In case of a separate LTSP server, the diskless workstation and or thin client setup needs some manual steps. For details, see the Network clients HowTo chapter.	Dans le cas d’un serveur LTSP distinct, les stations de travail sans disque ou les clients légers nécessitent quelques étapes manuelles. Consultez le Network clients HowTochapitre correspondant de ce manuel.
The debian edu router config package simplifies the the setup of a gateway for a Debian Edu network through an interactive configuration process where the necessary information is obtained through a series of dialogues.	Le paquet debian edu router config simplifie la configuration d'une passerelle pour un réseau Debian Edu au moyen d'un processus de configuration interactif où les informations nécessaires sont obtenues grâce à une série de dialogues.
In order to make use of it, perform a minimal Debian installation. Be sure to use the regular Debian installer and not the Debian Edu installer since Debian Edu installations are not supported by debian edu router config.	Afin de l'utiliser, vous devez effectuer une installation minimale de Debian. Assurez vous d'utiliser l'installateur normal de Debian et pas l'installateur de Debian Edu dans la mesure où les installations de Debian Edu ne sont pas prises en charge par debian edu router config.
Install the debian edu router config package using	Installez le paquet debian edu router config en utilisant
Error messages regarding the configuration are expected and can be ignored for now.	Il devrait y avoir des messages d'erreur concernant la configuration, mais ils peuvent être ignorés pour l'instant.
For the configuration process following the installation of debian edu router config, physical access to the computer is required.	Un accès physique à l'ordinateur est nécessaire pour le processus de configuration suivant l'installation de debian edu router config.
The network interfaces may already be connected to the corresponding networks but do not have to be. However it is necessary to be aware which interface will be connected to which network. In order to obtain more information about the network hardware	Les interfaces réseau peuvent être déjà connectées aux réseaux correspondant mais ce n'est pas obligatoire. Néanmoins, il est nécessaire de savoir quel interface sera connectée à quel réseau. Pour obtenir plus d'informations sur le matériel de réseau
Remove the configuration of the two network interfaces to be used from etc network interfaces or files in etc network interfaces.d and un configure the two interfaces using	Retirez la configuration des deux interfaces réseau à utiliser de etc network interfaces ou des fichiers présents dans etc network interfaces.d et déconfigurez les deux interfaces en utilisant
The actual configuration process is started with	Le processus réel de configuration est lancé avec
Confirmation for setting up uif	Confirmation de la configuration d'uif
When asked about the uif firewall configuration method choose debian edu router Confirm that you want to set up the firewall for Debian Edu Router.	À la question sur le choix de la méthode de configuration du pare feu uif choisissez debian edu router Confirmez que vous voulez configurez le pare feu pour le routeur Debian Edu.
Enabling IP packet forwarding	Activez la redirection de paquets IP
Confirm that you want to enable IP packet forwarding.	Confirmez l'activation de la redirection de paquets IP.
Selecting the network setup method	Sélection de la méthode de configuration du réseau
Selecting internal networks	Sélection des réseaux internes
Enabling use of VLANs	Activation de l'usage de VLAN
Select whether VLANs should be used for internal networks, if you are unsure select no here.	Choisissez si des VLAN doivent être utilisés pour les réseaux internes si vous n'êtes pas sûr, choisissez non.
Selecting supported IP versions	Sélection des versions d'IP prises en charges
Setting a static IP address for the internal network	Configuration d'une adresse IP statique pour le réseau interne
Set as the static IP address for the internal network Education if you followed the above suggestion on internal networks.	Affectez la valeur comme adresse IP statique au réseau interne «Éducation si vous suivez la suggestion ci dessus pour les réseaux internes.
Enabling NAT for networks	Activation du NAT pour les réseaux
Enable NAT for the internal network.	Activation du NAT pour le réseau interne.
Enabling internet access for networks	Activation de l'accès des réseaux à Internet
Enable internet access for internal networks.	Activez l'accès des réseaux internes à Internet.
Setting up reverse NAT	Configuration du NAT inverse
Enabling SSH access for networks	Activation de l'accès SSH à des réseaux
Configuring the SSH port	Configuration du port SSH
Configure the SSH port, this should be if the configuration has not been changed.	Configurez le port SSH, ce doit être si la configuration n'a pas été modifiée.
Enabling DHCP for networks	Activation de DHCP pour les réseaux
Do not enable DHCP for the internal networks, it will be offered by the Debian Edu main server.	N'activez pas DHCP pour les réseaux internes, il sera fourni par le serveur principal de Debian Edu.
Connect the network interfaces if you have not already done so and reboot the machine.	Connectez les interfaces réseau si vous ne l'avez pas déjà fait et redémarrez la machine.
SSH configuration	Configuration de SSH
If SSH access has been enabled the gateway can be reconfigured remotely via the menu offered when logging in as root. Pressing c in the main menu switches to the configuration menu from which all or parts of the configuration can be changed using the same dialogue system which was used for the initial configuration.	Si l'accès SSH a été activée, la passerelle peut être reconfigurée à distance au moyen du menu offert lors d'une connexion comme superutilisateur. En appuyant sur la touche c dans le menu principal, vous basculez sur le menu de configuration à partir duquel tout ou partie de la configuration peut être modifié avec le même système de dialogues que celui utilisé lors de la configuration initiale.
Notes on some characteristics	Notes sur quelques particularités
A note on notebooks	Note concernant les ordinateurs portables
Most likely you will want to use the Roaming workstation' profile see above). Be aware that all data is stored locally so take some extra care over backups) and login credentials are cached so after a password change, logins may require your old password if you have not connected your laptop to the network and logged in with the new password).	Vous voudrez certainement utiliser le profil Station de travail mobile voir plus haut). Gardez à l'esprit que toutes les données sont gardées localement donc prenez soin de faire des sauvegardes) et que les identifiants de connexion sont en cache donc après un changement de mot de passe, la connexion pourrait nécessiter votre ancien mot de passe si vous n'avez pas connecté votre ordinateur portable au réseau et ne vous êtes pas authentifié avec le nouveau mot de passe).
A note on USB flash drive Blu ray disc image installs	Une remarque sur les installations à partir de l'image pour clé USB et disque Blu ray
A note on CD installs	Note concernant l'installation depuis un CD
A netinst installation which is the type of installation our CD provides) will fetch some packages from the CD and the rest from the net. The amount of packages fetched from the net varies from profile to profile but stays below a gigabyte unless you choose to install all possible desktop environments). Once you have installed the main server whether a pure main server or combi server does not matter), further installation will use its proxy to avoid downloading the same package several times from the net.	Une installation par le réseau qui est le type d'installation proposée par notre CD) récupérera quelques paquets du CD et le reste depuis Internet. La quantité de paquets à récupérer par le réseau varie d'un profil à l'autre, mais reste inférieure au gigaoctet sauf si vous choisissez d'installer tous les environnements de bureau possibles). Une fois que vous avez installé le serveur principal le type de serveur principal pur ou combiné cela n'a pas d'importance), l'installation restante utilisera son service mandataire pour éviter de télécharger depuis Internet le même paquet plusieurs fois.
Installation using USB flash drives instead of CD Blu ray discs	Installation depuis une clé USB au lieu d'un CD ou d'un disque Blu ray.
It is possible to directly copy a CD BD ISO image to USB flash drives also known as USB sticks and boot from them. Simply execute a command like this, just adapting the file and device name to your needs:	Il est possible de copier directement les images ISO des CD ou Blu ray sur une clé USB et de démarrer depuis cette clé. Pour cela, exécutez la commande suivante, en adaptant les noms de fichier et de périphérique à vos besoins
Depending on which image you choose, the USB flash drive will behave just like a CD or Blu ray disc.	En fonction de l'image que vous choisissez, la clé USB se comportera exactement comme un CD ou un disque Blu ray.
Installation and booting over the network via PXE	Installation et amorçage à travers le réseau à l’aide de PXE
For this installation method it is required that you have a running main server. When clients boot via the network, an iPXE menu with installer and boot selection options is displayed. If PXE installation fails with an error message claiming a XXX.bin file is missing, then most probably the client's network card requires nonfree firmware. In this case the Debian Installer's initrd must be modified. This can be achieved by executing the command:	Pour cette méthode d'installation, il est nécessaire d'avoir un serveur principal en cours de fonctionnement. Quand les clients démarrent sur le réseau, un nouveau menu iPXE est affiché avec des options d'installateur et de sélection du démarrage. Si l'installation PXE échoue avec un message d'erreur indiquant qu'un fichier XXX.bin est manquant, il est très probable que la carte réseau du client nécessite un microprogramme firmware non libre. Dans ce cas, l'image initiale initrd de l'installateur Debian doit être modifiée, ce qui peut être fait en lançant la commande
on the server.	sur le serveur.
The iPXE menu without LTSP entries	Le menu iXPE sans entrées LTSP
The iPXE menu with LTSP entries	Le menu iXPE avec des entrées LTSP
This setup also allows diskless workstations and thin clients to be booted on the main network. Unlike workstations and separate LTSP servers, diskless workstations don't have to be added to LDAP with GOsa².	Cette configuration permet également d'amorcer des stations de travail sans disque et des clients légers à partir du réseau principal. Contrairement aux stations de travail et aux serveurs LTSP distincts, les stations de travail sans disque n'ont pas besoin d'être ajoutées à LDAP avec GOsa².
More information about network clients can be found in the Network clients HowTo chapter.	Des informations supplémentaires sur les clients en réseau sont disponibles dans le chapitre correspondant de ce manuel.
Modifying PXE installations	Modifier des installations PXE
To disable or change the use of the proxy when installing via PXE, the lines containing mirror mirror ftp proxy and preseed early_command in tjener: etc debian edu need to be changed. To disable the use of a proxy when installing, put in front of the first two lines, and remove the export part from the last one.	Pour désactiver ou modifier l'usage du serveur mandataire proxy lors de l'installation avec PXE, vous devez changer les lignes contenant mirror mirror ftp proxy et preseed early_command dans tjener: etc debian edu Pour désactiver l'usage du proxy, ajoutez un au début des deux premières lignes mentionnées et enlevez le texte export de la dernière.
Some settings can not be preseeded because they are needed before the preseeding file is downloaded. Language, keyboard layout and desktop environment are examples of such settings. If you want to change the default settings, edit the iPXE menu file srv tftp ltsp ltsp.ipxe on the main server.	Certains paramètres ne peuvent pas être préconfigurés, car ils sont nécessaires avant que le fichier de préconfiguration ne soit téléchargé. La langue, le type de clavier ou d'environnement de bureau sont des exemples de ce type de configuration. Si vous désirez modifier la configuration par défaut, modifiez le fichier du menu d'iXPE srv tftp ltsp ltsp.ipxe sur le serveur principal.
Custom images	Images personnalisées
The text mode and the graphical installation are functionally identical only the appearance is different. The graphical mode offers the opportunity to use a mouse, and of course looks much nicer and more modern. Unless the hardware has trouble with the graphical mode, there is no reason not to use it.	L'installation en mode texte et en mode graphique sont identiques, seule l'apparence diffère. Le mode graphique vous permet d'utiliser la souris et est plus agréable et plus moderne. À moins que votre matériel ne pose des problèmes avec le mode graphique, il n'y a pas de raison de ne pas l'utiliser.
So here is a screenshot tour through a graphical bit Main Server Workstation LTSP Server installation in BIOS mode) and how it looks at the first boot of the main server and a PXE boot on the LTSP client network thin client session screen and login screen after the session on the right has been clicked).	Voici la visite guidée montrant l'installation graphique d'un serveur principal bits, d'une station de travail et d'un serveur LTSP en mode BIOS), ainsi que ce à quoi ressemble le premier démarrage du serveur principal et d’un démarrage PXE sur le réseau des clients LTSP écrans de session de client léger et écran de connexion après un clic sur la session à droite).
Select your location	Choisir votre localisation
Configure the keyboard	Configurer le clavier
Configure IP address	Configurer l'adresse IP
Configure gateway	Configurer la passerelle
Configure nameserver	Configurer le serveur de noms.
Use the automatic partitioning tool: no	Utiliser l'outil de partitionnement automatique non
Use the automatic partitioning tool: yes	Utiliser l'outil de partitionnement automatique oui
Participate in the package usage survey: no	Participer à l'enquête sur l'utilisation des paquets :non
Set password for the root user	Définir le mot de passe pour le superutilisateur
Set password for the first user	Définir le mot de passe du premier utilisateur
Installation complete	Installation complète
Lightdm Login screen	Écran de connexion de Lightdm
Thin Client Login screen	Écran de connexion du client léger
During installation of the main server a first user account was created. In the following text this account will be referenced as first user This account is special, as the home directory permission is set to so chmod o+x is needed to make personal web pages accessible), and the first user can use sudo to become root.	Un premier compte d'utilisateur a été créé pendant l'installation du serveur principal. Ce compte sera appelé premier utilisateur dans la suite de ce texte. Ce compte est spécial, car les droits du répertoire personnel sont réglés à il est donc nécessaire d'exécuter la commande chmod o+x pour rendre les pages web personnelles accessibles), et le premier utilisateur peut utiliser sudo pour devenir superutilisateur.
See the information about Debian Edu specific file system access configuration before adding users; adjust to your site's policy if needed.	Consultez les informations sur la configuration de l'accès au système de fichiers spécifique à Debian Edu avant d’ajouter des utilisateurs adaptez la à la politique de votre site si nécessaire.
Add workstations with GOsa².	Ajoutez des stations de travail avec GOsa².
Adding users and workstations is described in detail below, so please read this chapter completely. It covers how to perform these minimum steps correctly as well as other stuff that everybody will probably need to do.	L'ajout d'utilisateurs et de stations de travail est décrit en détail ci dessous, veuillez lire le chapitre au complet. Il explique comment faire correctement ces étapes minimales ainsi que d'autres choses que tout le monde a probablement besoin de faire.
There is additional information available elsewhere in this manual: the New features in Bookworm chapter should be read by everyone who is familiar with previous releases. And for those upgrading from a previous release, make sure to read the Upgrades chapter.	Des informations complémentaires sont disponibles ailleurs dans ce manuel le chapitre sur les nouvelles fonctionnalités dans Bookworm devrait être lu par toute personne familière avec des versions précédentes. Les personnes effectuant une mise à niveau depuis une version précédente devraient lire le chapitre sur les mises à niveau.
There are several services running on the main server which can be managed via a web management interface. We'll describe each service below.	Plusieurs services sont exécutés sur le serveur principal et peuvent être contrôlés par une interface web. Nous décrirons plus bas chacun de ces services.
Introduction to GOsa²	Présentation de GOsa²
Group Administration	Administration des groupes
NIS Netgroup Administration	Administration du groupe réseau NIS
Machine Administration	Administration des machines
DNS Administration	Administration DNS
DHCP Administration	Administration DHCP
If you probably accidentally) installed a pure Main Server profile and don't have a client with a web browser handy, it's easy to install a minimal desktop on the main server using this command sequence in a non graphical) shell as the user you created during the main server's installation first user):	Si vous avez installé sans doute accidentellement) un profil de serveur principal brut et vous n'avez pas de client avec un navigateur web à votre disposition, il est facile d'installer un environnement de bureau minimal sur le serveur principal en utilisant cette suite de commandes sur une invite de commande non graphique) en tant qu'utilisateur créé lors de l'installation du serveur principal premier utilisateur)
GOsa² overview page after login as the first user	Page d'aperçu de GOsa² après connexion en tant que premier utilisateur
Next, you can choose a task in the menu or click any of the task icons on the overview page. For navigation, we recommend using the menu on the left side of the screen, as it will stay visible there on all administration pages offered by GOsa².	Ensuite, vous pouvez choisir une tâche dans le menu ou cliquer sur l'icône de la tâche dans la page d'aperçu. Pour la navigation, nous recommandons d'utiliser le menu sur la gauche de l'écran, car il restera visible sur toutes les pages d'administration de GOsa².
GOsa² is an administration tool that uses LDAP to store its information and provide a hierarchical department structure. To each department you can add user accounts, groups, systems, netgroups, etc. Depending on the structure of your institution, you can use the department structure in GOsa² LDAP to transfer your organisational structure into the LDAP data tree of the Debian Edu main server.	GOsa² est un outil d'administration qui utilise LDAP pour stocker ses informations et fournir une structure de département hiérarchique. Pour chaque département vous pouvez ajouter des comptes utilisateurs, des groupes, systèmes, réseaux, etc. En fonction de la structure de votre institution, vous pouvez utiliser la structure de département dans GOsa² LDAP pour transférer votre structure organisationnelle dans l'arbre de données LDAP du serveur principal Debian Edu.
First, click on Users in the left navigation menu. The right side of the screen will change to show a table with department folders for Students and Teachers and the account of the GOsa² Administrator the first created user). Above this table you can see a field called Base that allows you to navigate through your tree structure move your mouse over that area and a drop down menu will appear) and to select a base folder for your intended operations e.g. adding a new user).	Tout d'abord, cliquez sur Utilisateurs dans le menu de navigation de gauche. La partie droite de l'écran va changer pour montrer un tableau contenant les répertoires de départements pour étudiants et enseignants et le compte de l'administrateur de GOsa² le premier utilisateur créé). Vous pouvez voir au dessus de ce tableau un champ appelé Base vous permettant de naviguer dans la structure de l'arbre survolez cette zone avec la souris pour faire apparaître un menu déroulant) et de choisir un répertoire de base pour vos opérations par exemple ajouter un utilisateur).
Adding users	Ajouter des utilisateurs
The most important thing to add is the template newstudent or newteacher) and the full name of your user see image).	La chose la plus importante à ajouter est le modèle nouvel étudiant ou nouvel enseignant) et le nom complet de votre utilisateur.
After you have created the user no need to customise fields the wizard has left empty for now), click on the Ok button in the bottom right corner.	Après avoir créé l'utilisateur pas besoin de remplir les champs laissés vides par l'assistant pour le moment), cliquez sur le bouton Ok dans le coin inférieur droit.
As the last step GOsa² will ask for a password for the new user. Type that in twice and then click Set password in the bottom right corner.	Dans la dernière étape, GOsa² va demander le mot de passe du nouvel utilisateur. Tapez le deux fois puis cliquez sur Définir le mot de passe dans le coin inférieur droit.
Some characters may not be allowed as part of the password.	Certains caractères ne peuvent pas être présents dans un mot de passe.
Search, modify and delete users	Rechercher, modifier et supprimer des utilisateurs
To modify or delete a user, use GOsa² to browse the list of users on your system. On the middle of the screen you may open the Filter box, a search tool provided by GOsa². If you don't know the exact location of your user account in your tree, change to the base level of the GOsa² LDAP tree and search there with the option marked Search in subtrees	Pour modifier ou supprimer un utilisateur, utilisez GOsa² pour parcourir la liste des utilisateurs de votre système. Vous trouverez au centre de l'écran la boîte Filtre un outil de recherche fourni par GOsa². Si vous ne connaissez pas la localisation exacte de votre identifiant dans votre arbre, allez dans le niveau de base de l'arbre GOsa² LDAP et faites y votre recherche en cochant l'option Chercher dans les sous arbres
When using the Filter box, results will immediately appear in the middle of the text in the table list view. Every line represents a user account and the items farthest to the right on each line are little icons that provide actions for you: edit user, lock account, set password and remove user.	Quand la boîte Filtre est utilisée, les résultats apparaissent immédiatement au milieu du texte dans la liste de tableau. Chaque ligne représente un identifiant et les éléments tout à droite de chaque ligne sont de petites icônes qui proposent des actions éditer un utilisateur, verrouiller un compte, définir le mot de passe et supprimer un utilisateur.
A new page will show up where you can directly modify information about the user, change the password of the user and modify the list of groups the user belongs to.	Une nouvelle page sera affichée et vous pourrez directement y modifier les informations relatives à un utilisateur, changer son mot de passe et modifier la liste des groupes auxquels il appartient.
Editing user data	Modifier les données d'utilisateur
Set passwords	Définir les mots de passe
The students can change their own passwords by logging into GOsa² with their own usernames. To ease the access of GOsa², an entry called Gosa is provided in the desktop's System or System settings) menu. A logged in student will be presented with a very minimal version of GOsa² that only allows access to the student's own account data sheet and to the set password dialog.	Les étudiants peuvent modifier leur propre mot de passe en se connectant à GOsa² avec leur identifiant. Afin de faciliter l'accès à GOsa², une entrée appelée Gosa est fournie dans le menu Système ou Paramètres système du bureau. Un étudiant connecté aura accès à une version minimale de GOsa² qui ne lui permettra d'accéder qu'aux données de son propre compte et au dialogue de changement de mot de passe.
To administratively set a new password for a user	Pour définir un nouveau mot de passe pour un utilisateur
click on the key symbol at the end of the line that the username is shown in	Cliquez sur la clé à la fin de la ligne sur laquelle se trouve l'utilisateur.
on the page subsequently presented you can set a new password chosen by yourself	Sur la page présentée, vous pouvez définir un nouveau mot de passe choisi par vous même.
Set user password	Définir le mot de passe utilisateur
Be aware of security implications due to easy to guess passwords!	Attention aux brèches de sécurité dues à des mots de passe trop faciles à deviner !
It is possible to mass create users with GOsa² by using a CSV file, which can be created with any good spreadsheet software for example localc). At least, entries for the following fields have to be provided: uid, last name sn), first name givenName) and password. Make sure that there are no duplicate entries in the uid field. Please note that the check for duplicates must include already existing uid entries in LDAP which could be obtained by executing getent passwd grep tjener home cut d f1 on the command line).	Il est possible de créer massivement des utilisateurs avec GOsa² en utilisant un fichier CSV qui peut être créé avec n'importe quel bon tableur par exemple localc). Au minimum, les données pour les champs suivants doivent être fournies identifiant utilisateur uid nom de famille sn prénom givenName et un mot de passe. Assurez vous qu'il n'y a pas d'entrées en double dans le champ uid Veuillez noter que cette vérification de l'absence de doublons doit aussi prendre en compte les entrées uid déjà existantes dans LDAP qui peuvent être obtenues en exécutant getent passwd grep tjener home cut d f1 sur la ligne de commande).
These are the format guidelines for such a CSV file GOsa² is quite intolerant about them):	Voici les directives de format pour un tel fichier CSV GOsa² est plutôt intransigeant avec eux)
Use as field separator	Utilisez comme séparateur de champs.
Do not use quotes	Ne pas utiliser de guillemets
The CSV file must not contain a header line of the sort that normally contains the column names)	Le fichier CSV ne doit pas contenir de ligne d'en tête du genre qui contient normalement les noms des colonnes).
The order of the fields is not relevant, and can be defined in GOsa² during the mass import	L'ordre des champs n'est pas important et peut être défini dans GOsa² durant l'import par lot.
The mass import steps are:	Les étapes de la création par lot sont
click the LDAP Manager link in the navigation menu on the left	Cliquez sur le lien Gérer l'annuaire dans le menu de gauche.
click the Import button in the bottom right corner	Cliquez sur le bouton Importer dans le coin inférieur droit.
It's a good idea to do some tests first, preferably using a CSV file with a few fictional users, which can be deleted later.	Il est conseillé de faire un test au préalable, de préférence avec un fichier CSV contenant quelques utilisateurs fictifs qui pourront être supprimés par la suite.
Same applies to the password management module, which allows one to reset a lot of passwords using a CSV file or to re generate new passwords for users belonging to a special LDAP subtree.	La même chose s'applique au module de gestion de mots de passe, qui permet à l'aide d'un fichier CSV de redéfinir une série de mots de passe ou de générer de nouveaux mots de passe pour des utilisateurs appartenant à un sous arbre LDAP.
Reset passwords	Redéfinir les mots de passe
Adding users from the command line	Ajouter des utilisateurs en ligne de commande
Group Management with GOsa²	Gestion des groupes avec GOsa²
create group	Créer un groupe
The management of groups is very similar to the management of users.	La gestion des groupes est semblable à celle des utilisateurs.
The groups entered in the group management are also regular unix groups, so you can use them for file permissions too.	Les groupes créés par l'outil d'administration de groupes sont aussi des groupes Unix classiques, si bien que vous pouvez vous appuyer sur eux pour créer les permissions d'accès aux fichiers.
Machine Management with GOsa²	Gestion de machines avec GOsa²
Machine management basically allows you to manage all networked devices in your Debian Edu network. Every machine added to the LDAP directory using GOsa² has a hostname, an IP address, a MAC address and a domain name which is usually intern For a fuller description of the Debian Edu architecture see the architecture chapter of this manual.	Avec la gestion de machines, vous pouvez administrer simplement tous les systèmes ayant une adresse IP située sur votre réseau Debian Edu. Toutes les machines ajoutées au répertoire LDAP à l'aide de GOsa² disposent d'un nom d'hôte, d'une adresse IP, d'une adresse MAC et d'un nom de domaine qui est habituellement intern Pour une description plus approfondie de l'architecture de Debian Edu, consultez le chapitre Architecture de ce manuel.
Diskless workstations and thin clients work out of the box in case of a combined main server.	Les stations de travail sans disque et les clients légers sont prêts à l’emploi dans le cas d’un serveur principal combiné.
Workstations with disks including separate LTSP servers) have to be added with GOsa². Behind the scenes, both a machine specific Kerberos Principal sort of account) and a related keytab file containing a key used as password) are generated; the keytab file needs to be present on the workstation to be able to mount users' home directories. Once the added system has been rebooted, log into it as root and run usr share debian edu config tools copy host keytab.	Les stations de travail avec disque y compris les serveurs LTSP distincts) doivent être ajoutées avec GOsa². En arrière plan, à la fois un Kerberos Principal spécifique à la machine une espèce de compte) et un fichier keytab table de clés) associé contenant une clé utilisée comme mot de passe) sont générés. Le fichier keytab doit être présent sur la station de travail pour pouvoir monter les répertoires personnels des utilisateurs. Une fois que le système ajouté a été redémarré, connectez vous en tant que superutilisateur et exécutez usr share debian edu config tools copy host keytab.
To create Principal and keytab file for a system already configured with GOsa², log in on the main server as root and run	Pour créer un Principal et le fichier keytab pour un système déjà configuré par GOsa², connectez vous en tant que superutilisateur au serveur principal et exécutez la commande
Please note: host keytab creation is possible for systems of type workstations, servers and terminals but not for those of type netdevices. See the Network clients HowTo chapter for NFS configuration options.	Attention la création de la table des clés de l'hôte est possible pour les systèmes de type station de travail, les serveurs et les terminaux, mais pas pour ceux de type périphérique réseau. Consultez le chapitre correspondant pour les options de configuration NFS.
Host details	Renseignements sur le système
Modify host	Modification du système
Search and delete machines	Rechercher et supprimer des machines
Searching for and deleting machines is quite similar to searching for and deleting users, so that information is not repeated here.	La recherche et la suppression de machines sont assez semblables à celles d'un utilisateur, par conséquent ce ne sera pas développé ici.
Modify existing machines Netgroup management	Modification de machines existantes et gestion des groupes réseau
After adding a machine to the LDAP tree using GOsa², you can modify its properties using the search functionality and clicking on the machine name as you would with users).	Après avoir ajouté une machine à l'arbre LDAP grâce à GOsa², vous pouvez modifier ses propriétés en utilisant l'outil de recherche et en cliquant sur le nom de la machine comme vous le feriez pour un utilisateur).
The format of these system entries is similar to the one you already know from modifying user entries, but the fields mean different things in this context.	Le format de ces entrées de système est semblable à celui que vous connaissez déjà pour avoir modifié les propriétés d'un utilisateur, cependant les informations ont un sens différent dans ce contexte.
For example, adding a machine to a NetGroup does not modify the file access or command execution permissions for that machine or the users logged in to that machine; instead it restricts the services that machine can use on your main server.	Par exemple, ajouter une machine à un groupe réseau NetGroup) ne modifie pas les droits d'accès aux fichiers ou d'exécution de commandes pour cette machine ou les utilisateurs connectés à cette machine il s'agit plutôt de restreindre les services que la machine peut utiliser sur le serveur principal.
Currently the NetGroup functionality is used for:	Actuellement, la fonctionnalité de NetGroup est utilisée pour
Resizing partitions fsautoresize hosts)	Redimensionnement de partitions fsautoresize hosts)
Shutdown machines at night shutdown at night hosts and shutdown at night wakeup hosts blacklist)	Extinction des machines la nuit shutdown at night hosts et shutdown at night wakeup hosts blacklist)
Debian Edu machines in this group will automatically shut down at night to save energy.	Les machines Debian Edu dans ce groupe s'éteindront automatiquement la nuit pour économiser de l'énergie.
Managing printers cups queue autoflush hosts and cups queue autoreenable hosts)	Gestion des imprimantes cups queue autoflush hosts et cups queue autoreenable hosts)
Debian Edu machines in these groups will automatically flush all print queues every night, and re enable any disabled print queue every hour.	Les machines Debian Edu dans ces groupes purgeront automatiquement toutes les files d'attente chaque nuit et relanceront toutes les heures les files d'impression désactivées.
Blocking Internet access netblock hosts)	Blocage de l’accès à Internet netblock hosts)
Debian Edu machines in this group will be allowed to connect to machines only on the local network. Combined with web proxy restrictions this might be used during exams.	Les machines Debian Edu dans ce groupe ne seront autorisées à se connecter qu'à des machines du réseau local. Associé avec des restrictions du mandataire web, cela peut être utilisé durant les examens.
Printer Management	Gestion des imprimantes
Use printers attached to workstations	Utilisation des imprimantes attachées aux stations de travail
The package p910nd is installed by default on a system with the Workstation profile.	Le paquet p910nd est installé par défaut dans un système avec le profil Station de travail.
Configure the printer using the web interface choose network printer type AppSocket HP JetDirect for all printers regardless of brand or model) and set socket: as connection URI.	Configurez l'imprimante en utilisant l'interface web Choisissez le type d'imprimante réseau AppSocket HP JetDirect pour toutes les imprimantes, quels que soient la marque et le modèle) et entrez socket: comme URI de connexion.
Network printers	Imprimantes en réseau
Clock synchronisation	Synchronisation de l'horloge
The default configuration in Debian Edu is to keep the clocks on all machines synchronous but not necessarily correct. NTP is used to update the time. The clocks will be synchronised with an external source by default. This can cause machines to keep the external Internet connection open if it is created when used.	La configuration par défaut dans Debian Edu garde les horloges de toutes les machines synchronisées, mais pas nécessairement à l'heure exacte. NTP est utilisé pour mettre à jour l'heure. Par défaut, les horloges seront synchronisées avec une source externe. Par conséquent, les machines pourraient conserver la connexion ouverte si elles sont configurées avec Internet.
If you use dialup or ISDN and pay per minute, you want to change this default setting.	Si vous utilisez un modem téléphonique ou ISDN et payez à la minute, vous voudrez changer ce paramètre par défaut.
To disable synchronisation with an external clock, the file etc ntp.conf on the main server needs to be modified. Add comment marks in front of the server entries. After this, the NTP server needs to be restarted by running service ntp restart as root. To test if a machine is using the external clock sources, run ntpq c lpeer.	Pour désactiver la synchronisation avec une horloge externe, le fichier etc ntp.conf sur le serveur principal doit être modifié. Ajoutez des symboles de commentaire devant les entrées serveur. Après cela, le serveur NTP doit être redémarré en exécutant service ntp restart en tant que superutilisateur. Pour tester si le serveur utilise les sources d'horloges externes, exécutez ntpq c lpeer.
Extending full partitions	Étendre les partitions pleines
This section explains how to use apt full upgrade.	Cette section explique comment utiliser apt full upgrade.
Using apt is really simply. To update a system you need to execute two commands on the command line as root: apt update which updates the lists of available packages) and apt full upgrade which upgrades the packages for which an upgrade is available).	Utiliser apt est vraiment simple. Pour mettre à niveau un système, vous devez exécuter deux commandes en tant que superutilisateur apt update mise à jour des listes de paquets disponibles) et apt full upgrade mise à niveau des paquets pour lesquels une mise à niveau est disponible).
It is also a good idea to upgrade using the C locale to get English output which in cases of problems is more likely to produce results in search engines.	C'est aussi une bonne idée d'utiliser les paramètres régionaux C locale pour la mise à niveau, afin d'obtenir des messages en anglais ce qui, en cas de problème, a plus de chance d'obtenir des résultats dans les moteurs de recherche.
